Pagurus,,,,,,,,,,,,,0,0,0,3,0,0,0,0,0,0,1,0,2,6,0,0,3,1,0,2,0,0,0,0
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,6,3,1,0,0,0,,,,,,,0,0,2,2,0,0,,,,,,,0,0,1,0,0,2,0,0,0,0,0,0
Emplectonema,1,0,0,0,2,0,1,1,2,2,1,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Amphiporus,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onchidella,1,1,15,0,5,0,1,0,2,2,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranemertes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
